"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"보안등1180",1,,서울특별시 용산구 보광동 265-887,37.53160900,127.00095400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1181",1,,서울특별시 용산구 보광동 265-814,37.53137100,127.00098500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1182",1,,서울특별시 용산구 보광동 265-475,37.53121100,127.00084900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1183",1,,서울특별시 용산구 보광동 265-169,37.53135600,127.00047200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1184",1,,서울특별시 용산구 보광동 265-991,37.53154300,127.00044800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1185",1,,서울특별시 용산구 보광동 265-982,37.53167700,127.00036900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1186",1,,서울특별시 용산구 보광동 265-985,37.53180300,127.00050900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1187",1,,서울특별시 용산구 보광동 265-889,37.53180100,127.00071200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1188",1,,서울특별시 용산구 보광동 265-585,37.53154800,127.00024300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1189",1,,서울특별시 용산구 보광동 265-482,37.53152000,127.00007900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1190",1,,서울특별시 용산구 보광동 265-200,37.53168400,127.00014400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1191",1,,서울특별시 용산구 보광동 265-976,37.53182700,127.00015400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1192",1,,서울특별시 용산구 보광동 265-977,37.53188700,127.00020300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1193",1,,서울특별시 용산구 보광동 265-972,37.53199300,127.00017600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1194",1,,서울특별시 용산구 보광동 265-969,37.53204900,126.99987500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1195",1,,서울특별시 용산구 보광동 265-968,37.53195100,127.00002500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1196",1,,서울특별시 용산구 보광동 265-967,37.53187200,126.99997700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1197",1,,서울특별시 용산구 보광동 265-974,37.53174400,126.99999600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1198",1,,서울특별시 용산구 보광동 265-959,37.53207300,126.99951500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1199",1,,서울특별시 용산구 보광동 265-345,37.53186900,126.99947100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1200",1,,서울특별시 용산구 보광동 265-254,37.53162700,126.99967500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1201",1,,서울특별시 용산구 보광동 265-491,37.53167700,126.99949200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1202",1,,서울특별시 용산구 보광동 265-202,37.53151900,126.99934400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1203",1,,서울특별시 용산구 보광동 265-862,37.53144400,126.99915400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1204",1,,서울특별시 용산구 보광동 265-861,37.53154600,126.99904300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1205",1,,서울특별시 용산구 보광동 265-876,37.53167500,126.99901700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1206",1,,서울특별시 용산구 보광동 265-874,37.53175400,126.99888300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1207",1,,서울특별시 용산구 보광동 265-296,37.53193700,126.99913900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1208",1,,서울특별시 용산구 보광동 265-955,37.53200500,126.99913600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1209",1,,서울특별시 용산구 보광동 265-954,37.53216500,126.99933700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1210",1,,서울특별시 용산구 보광동 265-499,37.53205600,126.99899700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1211",1,,서울특별시 용산구 보광동 265-669,37.53207500,126.99883600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1212",1,,서울특별시 용산구 보광동 265-503,37.53202200,126.99870400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1213",1,,서울특별시 용산구 보광동 265-672,37.53187800,126.99874900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1214",1,,서울특별시 용산구 보광동 265-363,37.53182600,126.99865100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1215",1,,서울특별시 용산구 보광동 265-415,37.53177900,126.99851300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1216",1,,서울특별시 용산구 보광동 265-613,37.53189400,126.99848400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1217",1,,서울특별시 용산구 보광동 265-760,37.53154700,126.99859700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1218",1,,서울특별시 용산구 보광동 265-364,37.53186900,126.99826900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1219",1,,서울특별시 용산구 보광동 265-696,37.53197400,126.99807900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1220",1,,서울특별시 용산구 보광동 265-512,37.53207700,126.99816100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1221",1,,서울특별시 용산구 보광동 265-919,37.53215500,126.99836600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1222",1,,서울특별시 용산구 보광동 265-924,37.53214100,126.99846400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1223",1,,서울특별시 용산구 보광동 265-916,37.53234300,126.99816200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1224",1,,서울특별시 용산구 보광동 265-931,37.53247100,126.99827100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1225",1,,서울특별시 용산구 보광동 265-923,37.53223300,126.99856900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1226",1,,서울특별시 용산구 보광동 265-995,37.53248800,126.99802600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1227",1,,서울특별시 용산구 보광동 265-999,37.53250700,126.99787800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1228",1,,서울특별시 용산구 보광동 265-934,37.53248100,126.99849900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1229",1,,서울특별시 용산구 보광동 265-1007,37.53217300,126.99786200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1230",1,,서울특별시 용산구 보광동 265-1002,37.53229400,126.99777600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1231",1,,서울특별시 용산구 보광동 265-1009,37.53210800,126.99763600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1232",1,,서울특별시 용산구 보광동 265-1020,37.53205200,126.99780300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1233",1,,서울특별시 용산구 보광동 265-717,37.53195900,126.99782600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1234",1,,서울특별시 용산구 보광동 265-516,37.53190700,126.99800200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1235",1,,서울특별시 용산구 보광동 265-394,37.53179500,126.99787100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1236",1,,서울특별시 용산구 보광동 265-614,37.53162100,126.99788500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1237",1,,서울특별시 용산구 보광동 265-753,37.53167300,126.99779200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1238",1,,서울특별시 용산구 보광동 265-232,37.53154100,126.99788400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1239",1,,서울특별시 용산구 보광동 265-521,37.53169100,126.99772200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1240",1,,서울특별시 용산구 보광동 265-401,37.53174600,126.99765800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1241",1,,서울특별시 용산구 보광동 265-403,37.53176900,126.99749500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1242",1,,서울특별시 용산구 보광동 265-720,37.53188500,126.99754400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1243",1,,서울특별시 용산구 보광동 265-404,37.53175600,126.99733600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1244",1,,서울특별시 용산구 보광동 265-777,37.53165400,126.99742400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1245",1,,서울특별시 용산구 보광동 265-585,37.53148700,126.99754900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1246",1,,서울특별시 용산구 보광동 265-726,37.53158200,126.99701600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1247",1,,서울특별시 용산구 보광동 265-927,37.53170500,126.99710600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1248",1,,서울특별시 용산구 보광동 265-241,37.53179500,126.99692800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1249",1,,서울특별시 용산구 보광동 265-529,37.53192400,126.99742900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1250",1,,서울특별시 용산구 보광동 342,37.52688500,126.99903700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1251",1,,서울특별시 용산구 보광동 3-250,37.53018200,127.00304300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1252",1,,서울특별시 용산구 보광동 3-346,37.53025100,127.00292300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1253",1,,서울특별시 용산구 보광동 254,37.52882700,126.99876000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1254",1,,서울특별시 용산구 보광동 269-919,37.53217400,126.99825500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1255",1,,서울특별시 용산구 서빙고동 21- 2,37.52248300,126.99982800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1256",1,,서울특별시 용산구 서빙고동 23-2,37.52261000,126.99981400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1257",1,,서울특별시 용산구 서빙고동 20,37.52267900,126.99959000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1258",1,,서울특별시 용산구 서빙고동 26-1,37.52270800,126.99947300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1259",1,,서울특별시 용산구 서빙고동 27,37.52283100,126.99942100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1260",1,,서울특별시 용산구 서빙고동 28-3,37.52280700,126.99963200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1261",1,,서울특별시 용산구 서빙고동 19,37.52264700,126.99925300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1262",1,,서울특별시 용산구 서빙고동 35-1,37.52255200,126.99909500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1263",1,,서울특별시 용산구 서빙고동 34-6,37.52280700,126.99907500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1264",1,,서울특별시 용산구 서빙고동 34-1,37.52296900,126.99900300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1265",1,,서울특별시 용산구 서빙고동 43-16,37.52297900,126.99882600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1266",1,,서울특별시 용산구 서빙고동 17,37.52245700,126.99934300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1267",1,,서울특별시 용산구 서빙고동 42-3,37.52229400,126.99907700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"주성맨션",1,,서울특별시 용산구 서빙고동 42-13,37.52206100,126.99867100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"주성맨션",1,,서울특별시 용산구 서빙고동 42-13,37.52199900,126.99848800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"주성맨션",1,,서울특별시 용산구 서빙고동 42-19,37.52199800,126.99835300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"주성맨션",1,,서울특별시 용산구 서빙고동 42-19,37.52217200,126.99829500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"주성맨션",1,,서울특별시 용산구 서빙고동 42-19,37.52238100,126.99829300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1268",1,,서울특별시 용산구 서빙고동 52-2,37.52186300,126.99825300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1269",1,,서울특별시 용산구 서빙고동 43-9,37.52196200,126.99827300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1270",1,,서울특별시 용산구 서빙고동 50-9,37.52204200,126.99799800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"송신탑",1,,서울특별시 용산구 서빙고동 50-7,37.52220600,126.99809800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"송신탑",1,,서울특별시 용산구 서빙고동 48-7,37.52241000,126.99811300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1271",1,,서울특별시 용산구 서빙고동 42-19,37.52241300,126.99853900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1272",1,,서울특별시 용산구 서빙고동 34-4,37.52255200,126.99867500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1273",1,,서울특별시 용산구 서빙고동 43-16,37.52288600,126.99868900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1274",1,,서울특별시 용산구 서빙고동 43-17,37.52310400,126.99868600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1275",1,,서울특별시 용산구 서빙고동 43-17,37.52317600,126.99857400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1276",1,,서울특별시 용산구 서빙고동 42-23,37.52322300,126.99846000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1277",1,,서울특별시 용산구 서빙고동 43-24,37.52316800,126.99832100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1278",1,,서울특별시 용산구 서빙고동 43-24,37.52322300,126.99826200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1279",1,,서울특별시 용산구 서빙고동 44-4,37.52341100,126.99815500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1280",1,,서울특별시 용산구 서빙고동 43-25,37.52303500,126.99836000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1281",1,,서울특별시 용산구 서빙고동 43-26,37.52285900,126.99837300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1282",1,,서울특별시 용산구 서빙고동 43-15,37.52265700,126.99861300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1283",1,,서울특별시 용산구 서빙고동 45-16,37.52266600,126.99794400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"남산빌라",1,,서울특별시 용산구 서빙고동 45-15,37.52281300,126.99785200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1284",1,,서울특별시 용산구 서빙고동 45-5,37.52329000,126.99804500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1285",1,,서울특별시 용산구 서빙고동 44-4,37.52350400,126.99801700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"양지맨션",1,,서울특별시 용산구 서빙고동 1-18,37.52358400,126.99781400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"양지맨션",1,,서울특별시 용산구 서빙고동 38-23,37.52397900,126.99773200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"양지맨션",1,,서울특별시 용산구 서빙고동 33-26,37.52413400,126.99788100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1286",1,,서울특별시 용산구 서빙고동 38-27,37.52334300,126.99778700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1287",1,,서울특별시 용산구 서빙고동 38-38,37.52318900,126.99774600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1288",1,,서울특별시 용산구 서빙고동 45-9,37.52293500,126.99780300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1289",1,,서울특별시 용산구 서빙고동 47-2,37.52268300,126.99782800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1290",1,,서울특별시 용산구 서빙고동 46-4,37.52270100,126.99762900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1291",1,,서울특별시 용산구 서빙고동 46-4,37.52274800,126.99749700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1292",1,,서울특별시 용산구 서빙고동 68-18,37.52289300,126.99760500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1293",1,,서울특별시 용산구 서빙고동 48-6,37.52249000,126.99772500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1294",1,,서울특별시 용산구 서빙고동 49-7,37.52236100,126.99770400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1295",1,,서울특별시 용산구 서빙고동 56-1,37.52218100,126.99774600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1296",1,,서울특별시 용산구 서빙고동 56-2,37.52204400,126.99765900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1297",1,,서울특별시 용산구 서빙고동 58-2,37.52210300,126.99750200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1298",1,,서울특별시 용산구 서빙고동 85-5,37.52528400,126.99680400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1299",1,,서울특별시 용산구 서빙고동 87,37.52540700,126.99695600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1300",1,,서울특별시 용산구 서빙고동 89-11,37.52536600,126.99602000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"한일연립",1,,서울특별시 용산구 서빙고동 89-11,37.52187100,126.99721600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"한일연립",1,,서울특별시 용산구 서빙고동 87-1,37.52188200,126.99706700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"한일연립",1,,서울특별시 용산구 서빙고동 89-7,37.52161700,126.99705900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1301",1,,서울특별시 용산구 서빙고동 89-1,37.52156000,126.99697500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1302",1,,서울특별시 용산구 서빙고동 89-1,37.52148900,126.99685500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"새마을금고 앞",1,,서울특별시 용산구 서빙고동 89-1,37.52156500,126.99683600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"새마을금고 앞",1,,서울특별시 용산구 서빙고동 89-1,37.52178800,126.99685900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1303",1,,서울특별시 용산구 서빙고동 105-2,37.52184400,126.99668800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1304",1,,서울특별시 용산구 서빙고동 113,37.52194900,126.99681300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1305",1,,서울특별시 용산구 서빙고동 114,37.52209800,126.99683500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1306",1,,서울특별시 용산구 서빙고동 76-1,37.52232100,126.99692500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1307",1,,서울특별시 용산구 서빙고동 83-1,37.52227700,126.99723300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1308",1,,서울특별시 용산구 서빙고동 85-3,37.52225700,126.99744100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1309",1,,서울특별시 용산구 서빙고동 69-2,37.52256600,126.99704000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1310",1,,서울특별시 용산구 서빙고동 70-2,37.52256700,126.99689500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1311",1,,서울특별시 용산구 서빙고동 69-1,37.52272700,126.99708100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1312",1,,서울특별시 용산구 서빙고동 68-17,37.52282300,126.99737300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1313",1,,서울특별시 용산구 서빙고동 81-7,37.52258000,126.99747500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1314",1,,서울특별시 용산구 서빙고동 114,37.52207100,126.99670300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1315",1,,서울특별시 용산구 서빙고동 115,37.52214800,126.99668800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1316",1,,서울특별시 용산구 서빙고동 116,37.52213200,126.99650100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1317",1,,서울특별시 용산구 서빙고동 77,37.52231700,126.99656400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1318",1,,서울특별시 용산구 서빙고동 71-2,37.52245100,126.99656100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1319",1,,서울특별시 용산구 서빙고동 71-1,37.52265000,126.99660300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1320",1,,서울특별시 용산구 서빙고동 71-1,37.52268800,126.99647700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1321",1,,서울특별시 용산구 서빙고동 63-1,37.52281400,126.99395500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"앞",1,,서울특별시 용산구 서빙고동 63-1,37.52286500,126.99614700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"동빙고 경로당",1,,서울특별시 용산구 서빙고동 70-1,37.52284700,126.99644000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"동빙고 경로당",1,,서울특별시 용산구 서빙고동 65,37.52284300,126.99662600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"동빙고 경로당",1,,서울특별시 용산구 서빙고동 65,37.52296800,126.99667100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"동빙고 경로당",1,,서울특별시 용산구 서빙고동 67-3,37.52288500,126.99668000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1322",1,,서울특별시 용산구 서빙고동 63-6,37.52218700,126.99635300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1323",1,,서울특별시 용산구 서빙고동 63-2,37.52229800,126.99636700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1324",1,,서울특별시 용산구 서빙고동 63-11,37.52241300,126.99639100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"동빙고 부군당 옆",1,,서울특별시 용산구 서빙고동 121,37.52212100,126.99624100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"동빙고 부군당",1,,서울특별시 용산구 서빙고동 62,37.52217100,126.99606400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1325",1,,서울특별시 용산구 서빙고동 61,37.52229500,126.99598700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1326",1,,서울특별시 용산구 서빙고동 60-2,37.52232400,126.99611200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1327",1,,서울특별시 용산구 서빙고동 60-3,37.52235300,126.99595400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1328",1,,서울특별시 용산구 서빙고동 137-1,37.52234500,126.99566300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1329",1,,서울특별시 용산구 서빙고동 138,37.52244700,126.99576600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1330",1,,서울특별시 용산구 서빙고동 56-3,37.52256500,126.99586600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1331",1,,서울특별시 용산구 서빙고동 216,37.52255600,126.99577200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1332",1,,서울특별시 용산구 서빙고동 57-5,37.52265900,126.99605800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1333",1,,서울특별시 용산구 서빙고동 135,37.52217300,126.99583500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1334",1,,서울특별시 용산구 서빙고동 131,37.52200200,126.99587500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1335",1,,서울특별시 용산구 서빙고동 122,37.52204700,126.99607700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1336",1,,서울특별시 용산구 서빙고동 129,37.52183700,126.99591400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1337",1,,서울특별시 용산구 서빙고동 124,37.52188500,126.99606500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1338",1,,서울특별시 용산구 서빙고동 129,37.52177700,126.99601800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1339",1,,서울특별시 용산구 서빙고동 127-2,37.52169600,126.99617600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1340",1,,서울특별시 용산구 서빙고동 126,37.52182700,126.99629900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"장수탕앞",1,,서울특별시 용산구 서빙고동 158,37.52156700,126.99625200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"펌프장코너",1,,서울특별시 용산구 서빙고동 98-1,37.52136800,126.99655000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"펌프장담",1,,서울특별시 용산구 서빙고동 98-1,37.52142000,126.99668500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1341",1,,서울특별시 용산구 서빙고동 165-4,37.52121600,126.99664600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"한강가든 앞",1,,서울특별시 용산구 서빙고동 94-1,37.52103200,126.99633900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"한강가든 앞",1,,서울특별시 용산구 서빙고동 94-2,37.52117700,126.99626900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1342",1,,서울특별시 용산구 서빙고동 159-4,37.52131300,126.99622600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1343",1,,서울특별시 용산구 서빙고동 159-10,37.52123400,126.99608200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1344",1,,서울특별시 용산구 서빙고동 182-1,37.52107200,126.99582900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1345",1,,서울특별시 용산구 서빙고동 185,37.52131600,126.99588200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등1346",1,,서울특별시 용산구 서빙고동 185,37.52132500,126.99576900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
